grid_order,selection_split,forecast_metric_scope,policy_metric_scope,seasonal_weight,lightgbm_weight,transformer_weight,nonzero_components,threshold,validation_empty_auprc,validation_occupancy_conflict_rate,validation_safe_opportunity_kwh,recommendation_coverage,recommended_intervals,safe_intervals,conflict_intervals,recommended_windows,safe_windows,conflict_windows,validation_empty_recall,validation_gross_opportunity_kwh,validation_conflict_opportunity_kwh,window_conflict_rate,minimum_window_steps,minimum_window_hours,daily_schedules,total_intervals
91,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.475,0.6996250147714265,0.3748974569319114,1212.7105467319998,0.32558760683760685,1219,762,457,41,5,36,0.7016574585635359,2232.220152985,1019.5096062529999,0.8780487804878049,4,1.0,39,3744
92,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.5,0.6996250147714265,0.36496980155306297,1133.2540968242502,0.3095619658119658,1159,736,423,41,9,32,0.6777163904235728,2062.46719708775,929.2131002635,0.7804878048780488,4,1.0,39,3744
93,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.525,0.6996250147714265,0.35539437896645515,1065.9141703295,0.29460470085470086,1103,711,392,41,13,28,0.6546961325966851,1912.52653719225,846.61236686275,0.6829268292682927,4,1.0,39,3744
94,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.55,0.6996250147714265,0.3388189738625363,989.47998885125,0.2759081196581197,1033,683,350,40,14,26,0.6289134438305709,1731.43545820725,741.955469356,0.65,4,1.0,39,3744
95,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.575,0.6996250147714265,0.32429614181439,913.98339178625,0.25614316239316237,959,648,311,36,14,22,0.5966850828729282,1574.84349628475,660.8601044985,0.6111111111111112,4,1.0,39,3744
96,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.6,0.6996250147714265,0.3228346456692913,839.98262202275,0.23744658119658119,889,602,287,31,13,18,0.5543278084714549,1448.3874283467499,608.404806324,0.5806451612903226,4,1.0,39,3744
97,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.625,0.6996250147714265,0.3226600985221675,763.150351445,0.2168803418803419,812,550,262,26,10,16,0.5064456721915286,1317.72703106625,554.57667962125,0.6153846153846154,4,1.0,39,3744
98,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.65,0.6996250147714265,0.3076923076923077,713.18511419425,0.19791666666666666,741,513,228,22,8,14,0.4723756906077348,1194.7738870294997,481.58877283525004,0.6363636363636364,4,1.0,39,3744
99,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.675,0.6996250147714265,0.3075801749271137,652.3593154137499,0.18322649572649571,686,475,211,20,6,14,0.43738489871086556,1099.882083125,447.52276771125,0.7,4,1.0,39,3744
100,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.7,0.6996250147714265,0.30112721417069244,594.78997818225,0.1658653846153846,621,434,187,16,6,10,0.3996316758747698,990.1950251302499,395.40504694799995,0.625,4,1.0,39,3744
101,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.725,0.6996250147714265,0.288695652173913,558.6448945012501,0.15357905982905984,575,409,166,14,5,9,0.3766114180478821,909.12617570475,350.4812812035,0.6428571428571429,4,1.0,39,3744
102,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.75,0.6996250147714265,0.2840909090909091,510.9888889575,0.14102564102564102,528,378,150,14,6,8,0.34806629834254144,828.2514203315,317.26253137399993,0.5714285714285714,4,1.0,39,3744
103,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.775,0.6996250147714265,0.278372591006424,448.0855560045,0.12473290598290598,467,337,130,14,6,8,0.31031307550644566,719.50656918575,271.42101318125,0.5714285714285714,4,1.0,39,3744
104,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.8,0.6996250147714265,0.2536945812807882,392.654085722,0.10844017094017094,406,303,103,14,6,8,0.27900552486187846,609.063282111,216.40919638900002,0.5714285714285714,4,1.0,39,3744
105,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.825,0.6996250147714265,0.21407624633431085,335.9104737745,0.09107905982905982,341,268,73,13,6,7,0.24677716390423574,501.45344771649997,165.542973942,0.5384615384615384,4,1.0,39,3744
106,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.85,0.6996250147714265,0.16911764705882354,257.18651978925,0.07264957264957266,272,226,46,13,7,6,0.20810313075506445,357.30007236824997,100.11355257900001,0.46153846153846156,4,1.0,39,3744
107,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.875,0.6996250147714265,0.09696969696969697,120.40183907974998,0.044070512820512824,165,149,16,9,8,1,0.13720073664825047,157.27493878324998,36.8730997035,0.1111111111111111,4,1.0,39,3744
108,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.9,0.6996250147714265,0.0449438202247191,58.0737978815,0.02377136752136752,89,85,4,6,5,1,0.07826887661141804,75.54625621574999,17.47245833425,0.16666666666666666,4,1.0,39,3744
109,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.925,0.6996250147714265,0.0,28.1485206165,0.012553418803418804,47,47,0,3,3,0,0.0432780847145488,28.1485206165,0.0,0.0,4,1.0,39,3744
110,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.1,0.9,2,0.95,0.6996250147714265,0.0,10.770869496250002,0.004273504273504274,16,16,0,2,2,0,0.014732965009208104,10.770869496250002,0.0,0.0,4,1.0,39,3744
111,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.05,0.7032955285951225,0.6534130893736805,1610.87410476675,0.7590811965811965,2842,985,1857,62,2,60,0.9069981583793738,6451.190303353,4840.31619858625,0.967741935483871,4,1.0,39,3744
112,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.075,0.7032955285951225,0.6191588785046729,1586.11524699525,0.6858974358974359,2568,978,1590,65,2,63,0.9005524861878453,5631.065804709249,4044.950557714,0.9692307692307692,4,1.0,39,3744
113,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.1,0.7032955285951225,0.5905209222886422,1557.93667635075,0.625534188034188,2342,959,1383,66,3,63,0.8830570902394107,5047.9608483095,3490.02417195875,0.9545454545454546,4,1.0,39,3744
114,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.125,0.7032955285951225,0.5647167204053432,1535.6137024935,0.5798611111111112,2171,945,1226,64,3,61,0.8701657458563536,4598.9759905675,3063.3622880740004,0.953125,4,1.0,39,3744
115,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.15,0.7032955285951225,0.5438510534051936,1524.7629999105002,0.5451388888888888,2041,931,1110,52,1,51,0.8572744014732965,4283.67936552075,2758.9163656102496,0.9807692307692307,4,1.0,39,3744
116,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.175,0.7032955285951225,0.5280898876404494,1520.4467499105,0.5229700854700855,1958,924,1034,47,0,47,0.850828729281768,4091.8329418397498,2571.38619192925,1.0,4,1.0,39,3744
117,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.2,0.7032955285951225,0.5116525423728814,1518.70003938425,0.5042735042735043,1888,922,966,41,0,41,0.848987108655617,3892.4907552375,2373.79071585325,1.0,4,1.0,39,3744
118,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.225,0.7032955285951225,0.502974580854516,1513.88433166425,0.49385683760683763,1849,919,930,41,0,41,0.8462246777163904,3780.0294574652503,2266.1451258009997,1.0,4,1.0,39,3744
119,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.25,0.7032955285951225,0.4888268156424581,1506.5128231165,0.4780982905982906,1790,915,875,44,0,44,0.8425414364640884,3657.5137418577497,2151.0009187412497,1.0,4,1.0,39,3744
120,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.275,0.7032955285951225,0.47215777262180975,1499.8756374547502,0.46047008547008544,1724,910,814,44,0,44,0.8379373848987108,3497.7160198207503,1997.8403823660003,1.0,4,1.0,39,3744
121,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.3,0.7032955285951225,0.4530487804878049,1484.7112421275,0.43803418803418803,1640,897,743,44,1,43,0.8259668508287292,3269.4084640867495,1784.69722195925,0.9772727272727273,4,1.0,39,3744
122,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.325,0.7032955285951225,0.43813775510204084,1465.26341302075,0.4188034188034188,1568,881,687,42,1,41,0.8112338858195212,3090.770529223,1625.5071162022498,0.9761904761904762,4,1.0,39,3744
123,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.35,0.7032955285951225,0.42371752165223187,1423.9939167345,0.4009081196581197,1501,865,636,42,1,41,0.7965009208103131,2905.06782838325,1481.0739116487503,0.9761904761904762,4,1.0,39,3744
124,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.375,0.7032955285951225,0.4109874826147427,1385.3306594824999,0.3840811965811966,1438,847,591,41,2,39,0.7799263351749539,2746.30927437175,1360.97861488925,0.9512195121951219,4,1.0,39,3744
125,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.4,0.7032955285951225,0.4047791455467053,1341.28741705375,0.36885683760683763,1381,822,559,42,3,39,0.7569060773480663,2622.3043036569998,1281.01688660325,0.9285714285714286,4,1.0,39,3744
126,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.425,0.7032955285951225,0.3907785336356765,1317.68468188475,0.35336538461538464,1323,806,517,42,5,37,0.7421731123388582,2487.1941977362503,1169.5095158515,0.8809523809523809,4,1.0,39,3744
127,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.45,0.7032955285951225,0.3820047355958958,1264.9953947995,0.3384081196581197,1267,783,484,41,5,36,0.7209944751381215,2353.3427613609997,1088.3473665614997,0.8780487804878049,4,1.0,39,3744
128,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.475,0.7032955285951225,0.37037037037037035,1219.5284594304999,0.3245192307692308,1215,765,450,41,7,34,0.7044198895027625,2229.0570126795,1009.528553249,0.8292682926829268,4,1.0,39,3744
129,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.5,0.7032955285951225,0.3623063683304647,1143.6879428379998,0.31036324786324787,1162,741,421,41,9,32,0.6823204419889503,2076.00039751925,932.3124546812498,0.7804878048780488,4,1.0,39,3744
130,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.525,0.7032955285951225,0.3500897666068223,1103.39485378075,0.29754273504273504,1114,724,390,41,14,27,0.6666666666666666,1947.73202379675,844.3371700160001,0.6585365853658537,4,1.0,39,3744
131,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.55,0.7032955285951225,0.3387096774193548,1042.0796555875,0.281517094017094,1054,697,357,42,14,28,0.641804788213628,1814.1875039625,772.107848375,0.6666666666666666,4,1.0,39,3744
132,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.575,0.7032955285951225,0.31995884773662553,942.53967823725,0.25961538461538464,972,661,311,36,16,20,0.6086556169429097,1600.29872557375,657.7590473365,0.5555555555555556,4,1.0,39,3744
133,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.6,0.7032955285951225,0.3176341730558598,885.0132620134999,0.2438568376068376,913,623,290,34,15,19,0.5736648250460405,1496.272533615,611.2592716015,0.5588235294117647,4,1.0,39,3744
134,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.625,0.7032955285951225,0.3187203791469194,792.50652344175,0.22542735042735043,844,575,269,30,12,18,0.5294659300184162,1364.37199894075,571.865475499,0.6,4,1.0,39,3744
135,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.65,0.7032955285951225,0.31413612565445026,714.64710263125,0.20405982905982906,764,524,240,24,9,15,0.48250460405156537,1220.4145864847496,505.7674838535,0.625,4,1.0,39,3744
136,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.675,0.7032955285951225,0.296987087517934,674.6022520514999,0.18616452991452992,697,490,207,22,9,13,0.45119705340699817,1118.55943292475,443.95718087324997,0.5909090909090909,4,1.0,39,3744
137,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.7,0.7032955285951225,0.2898089171974522,615.7894646425,0.16773504273504272,628,446,182,18,8,10,0.4106813996316759,1011.41050263475,395.62103799225,0.5555555555555556,4,1.0,39,3744
138,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.725,0.7032955285951225,0.28900709219858156,572.8360185980001,0.15064102564102563,564,401,163,14,5,9,0.3692449355432781,917.6842115664999,344.8481929685,0.6428571428571429,4,1.0,39,3744
139,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.75,0.7032955285951225,0.2799227799227799,527.83100883875,0.13835470085470086,518,373,145,14,6,8,0.3434622467771639,842.867196463,315.03618762425003,0.5714285714285714,4,1.0,39,3744
140,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.775,0.7032955285951225,0.27074235807860264,449.37382629025,0.12232905982905982,458,334,124,14,6,8,0.30755064456721914,727.2614505827501,277.8876242925,0.5714285714285714,4,1.0,39,3744
141,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.8,0.7032955285951225,0.24317617866004962,400.785367257,0.1076388888888889,403,305,98,14,6,8,0.28084714548802947,617.8962854597501,217.11091820274999,0.5714285714285714,4,1.0,39,3744
142,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.825,0.7032955285951225,0.2099125364431487,346.95273400825,0.09161324786324786,343,271,72,13,6,7,0.24953959484346225,514.4662357279999,167.51350171975,0.5384615384615384,4,1.0,39,3744
143,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.85,0.7032955285951225,0.15942028985507245,285.41593854575,0.07371794871794872,276,232,44,13,8,5,0.2136279926335175,383.701014934,98.28507638824999,0.38461538461538464,4,1.0,39,3744
144,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.875,0.7032955285951225,0.09195402298850575,155.55376213525,0.046474358974358976,174,158,16,11,10,1,0.14548802946593,188.73552850625,33.181766371,0.09090909090909091,4,1.0,39,3744
145,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.9,0.7032955285951225,0.06060606060606061,70.67773217825,0.026442307692307692,99,93,6,7,6,1,0.0856353591160221,90.4766905125,19.798958334250003,0.14285714285714285,4,1.0,39,3744
146,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.925,0.7032955285951225,0.0,31.68329512625,0.013621794871794872,51,51,0,4,4,0,0.04696132596685083,31.68329512625,0.0,0.0,4,1.0,39,3744
147,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.15,0.85,2,0.95,0.7032955285951225,0.0,10.968438940750001,0.004273504273504274,16,16,0,2,2,0,0.014732965009208104,10.968438940750001,0.0,0.0,4,1.0,39,3744
148,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.05,0.7065300502075562,0.6526798307475318,1610.87410476675,0.7574786324786325,2836,985,1851,62,2,60,0.9069981583793738,6445.9349055985,4835.0608008317495,0.967741935483871,4,1.0,39,3744
149,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.075,0.7065300502075562,0.6218097447795824,1586.11524699525,0.6907051282051282,2586,978,1608,65,3,62,0.9005524861878453,5699.68518460025,4113.569937605,0.9538461538461539,4,1.0,39,3744
150,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.1,0.7065300502075562,0.5906956892872386,1555.7400178540001,0.625801282051282,2343,959,1384,66,3,63,0.8830570902394107,5053.284404140501,3497.5443862865004,0.9545454545454546,4,1.0,39,3744
151,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.125,0.7065300502075562,0.5663757464400552,1535.3387024935,0.5814636752136753,2177,944,1233,64,3,61,0.8692449355432781,4627.46041158975,3092.1217090962496,0.953125,4,1.0,39,3744
152,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.15,0.7065300502075562,0.544297601566324,1524.7629999105002,0.5456730769230769,2043,931,1112,52,1,51,0.8572744014732965,4281.033244045249,2756.27024413475,0.9807692307692307,4,1.0,39,3744
153,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.0,0.2,0.8,2,0.175,0.7065300502075562,0.5283597342871742,1520.4217499105002,0.5227029914529915,1957,923,1034,47,0,47,0.8499079189686924,4094.20421748025,2573.78246756975,1.0,4,1.0,39,3744
